unit_id,unit_name,type,tonnage,Age of War / Star League,Early Succession War,Late Succession War - LosTech,Late Succession War - Renaissance,Clan Invasion,Civil War,Jihad,Early Republic,Dark Age,ilClan
6688,Ares ARS-V1C Aphrodite,BattleMech,135,,,,,,,,,Republic of the Sphere,Clan Sea Fox; Federated Suns; Free Worlds League; Star League (Clan Wolf)
6689,Ares ARS-V1D Hephaestus,BattleMech,135,,,,,,,,,Republic of the Sphere,Clan Sea Fox; Federated Suns; Free Worlds League; Star League (Clan Wolf)
9500,Ares ARS-V1E Apollo,BattleMech,135,,,,,,,,,,Clan Sea Fox; Federated Suns; Free Worlds League; Star League (Clan Wolf)
5805,Ares Assault Craft Mk. III,Aerospace,200,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General; Taurian Concordat,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
7940,Ares Assault Craft Mk. VI,Aerospace,200,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
3727,Ares Assault Craft Mk. VII,Aerospace,200,,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Taurian Concordat,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Society; Wolf's Dragoons,IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Wolf's Dragoons,IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Wolf's Dragoons
3726,Ares Attack Craft Mk. IX,Aerospace,200,,,,,,,Federated Suns,Inner Sphere General; Kell Hounds; Magistracy of Canopus; Marian Hegemony; Mercenary; Rasalhague Dominion; Taurian Concordat; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Magistracy of Canopus; Marian Hegemony; Rasalhague Dominion; Taurian Concordat; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Magistracy of Canopus; Marian Hegemony; Rasalhague Dominion; Taurian Concordat; Wolf's Dragoons
5804,Ares Close Assault Landing Craft Mk. II,Aerospace,200,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General; Taurian Concordat,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
5592,Ares Landing Craft Mk. I,Aerospace,200,Inner Sphere General; Magistracy of Canopus; Mercenary; Outworlds Alliance; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps; Star League General; Taurian Concordat,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
109,Ares Medium Tank  ,Combat Vehicle,40,,Clan Burrock; Clan Coyote; Clan Fire Mandrill; Clan Ghost Bear; Clan Jade Falcon; Clan Smoke Jaguar; Clan Snow Raven; Clan Wolf,HW Clan General,HW Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General,HW Clan General; IS Clan General; Society,IS Clan General; Republic of the Sphere,IS Clan General; Republic of the Sphere,IS Clan General
108,Ares Medium Tank (Plasma),Combat Vehicle,40,,,,,,,Clan Wolf,Clan Jade Falcon; Clan Wolf,Clan Jade Falcon; Clan Wolf,Alyina Mercantile League; Clan Jade Falcon; Star League (Clan Jade Falcon); Star League (Clan Wolf); Wolf Empire
7617,Argo  ,Aerospace,97000,Star League Royal; Unique,Extinct,,Unique,Unique,,,,,
3728,Argo Submersible Carrier  ,Advanced Support,30000,,,,,Free Worlds League,Free Worlds League,,Filtvelt Coalition,Free Worlds League (Non-Aligned Worlds),
3729,Argus AGS-2D,BattleMech,60,,,,,,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns,Draconis Combine; Federated Suns,Draconis Combine; Federated Suns
3730,Argus AGS-4D,BattleMech,60,,,,,,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns; Mercenary,Federated Suns,Federated Suns
5683,Argus AGS-5D,BattleMech,60,,,,,,,Federated Suns,Federated Suns,Draconis Combine; Federated Suns,Draconis Combine; Federated Suns
5684,Argus AGS-6F,BattleMech,60,,,,,,,Federated Suns,Federated Suns,Federated Suns,Federated Suns
110,Argus AGS-8DX,BattleMech,60,,,,,,,Federated Suns,Federated Suns,Draconis Combine; Federated Suns,Draconis Combine; Federated Suns
6252,Arion  ,BattleMech,35,,,,,,,,,Clan Hell's Horses,Clan Hell's Horses
111,Armored Personnel Carrier (Hover LRM),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,HW Clan General; Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; HW Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; HW Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons,IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons
112,Armored Personnel Carrier (Hover MG),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,HW Clan General; Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; HW Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; HW Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons,IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons
113,Armored Personnel Carrier (Hover Primitive),Support Vehicle,10,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
114,Armored Personnel Carrier (Hover SRM),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,HW Clan General; Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; HW Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; HW Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons,IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons
3731,Armored Personnel Carrier (Hover Sensors),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General,Marian Hegemony; Taurian Concordat,Marian Hegemony; Taurian Concordat,Marian Hegemony; Taurian Concordat,Marian Hegemony; Taurian Concordat,Fronc Reaches; Marian Hegemony; Taurian Concordat,Fronc Reaches; Marian Hegemony; Taurian Concordat,Fronc Reaches; Marian Hegemony; Taurian Concordat,Fronc Reaches; Marian Hegemony; Taurian Concordat
115,Armored Personnel Carrier (Hover),Combat Vehicle,10,Inner Sphere General; Periphery General; Rim Worlds Republic - Terran Corps; Star League General,HW Clan General; Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; HW Clan General; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; HW Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; HW Clan General; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons,IS Clan General; Inner Sphere General; Kell Hounds; Periphery General; Scorpion Empire; Wolf's Dragoons
116,Armored Personnel Carrier (Tracked LRM),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion; Raven Alliance,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire; Wolf Empire
117,Armored Personnel Carrier (Tracked MG),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion; Raven Alliance,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire; Wolf Empire
118,Armored Personnel Carrier (Tracked Primitive),Support Vehicle,10,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
119,Armored Personnel Carrier (Tracked SRM),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion; Raven Alliance,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire; Star League (Clan Smoke Jaguar); Wolf Empire
120,Armored Personnel Carrier (Tracked),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion; Raven Alliance,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Raven Alliance; Scorpion Empire; Star League (Clan Smoke Jaguar); Wolf Empire
121,Armored Personnel Carrier (Wheeled LRM),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire; Wolf Empire
122,Armored Personnel Carrier (Wheeled MG),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire; Wolf Empire
123,Armored Personnel Carrier (Wheeled Primitive),Support Vehicle,10,Periphery General,Periphery General,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
124,Armored Personnel Carrier (Wheeled SRM),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire; Star League (Clan Smoke Jaguar); Star League (Clan Wolf); Wolf Empire
125,Armored Personnel Carrier (Wheeled),Combat Vehicle,10,Inner Sphere General; Mercenary; Periphery General; Star League General,Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar; Inner Sphere General; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,Escorpión Imperio; Inner Sphere General; Mercenary; Periphery General; Rasalhague Dominion,Clan Wolf; Escorpión Imperio; Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire,Inner Sphere General; Periphery General; Rasalhague Dominion; Scorpion Empire; Star League (Clan Smoke Jaguar); Star League (Clan Wolf); Wolf Empire
6446,Arrow IV Assault Vehicle  ,Combat Vehicle,80,,,,,,,,Capellan Confederation; Free Worlds League (Duchy of Andurien); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Lyran Commonwealth; Magistracy of Canopus; Mercenary; Taurian Concordat,Capellan Confederation; Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Lyran Commonwealth; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Free Worlds League; Free Worlds League (Duchy of Andurien); Lyran Commonwealth; Magistracy of Canopus; Tamar Pact; Taurian Concordat; Vesper Marches
3735,Arrow IV Carrier  ,Combat Vehicle,60,,,,,Draconis Combine,Draconis Combine,Draconis Combine,Capellan Confederation; Draconis Combine; Federated Suns; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Republic of the Sphere,Capellan Confederation; Draconis Combine; Federated Suns; Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Republic of the Sphere,Capellan Confederation; Draconis Combine; Federated Suns; Free Worlds League; Free Worlds League (Duchy of Andurien)
